Symbol,Name,IndustryCode,Industry
AAPL,Apple Inc,57106020,전화 및 소형 장치
MSFT,Microsoft Corp,57201020,소프트웨어
NVDA,NVIDIA Corp,57101010,반도체
AMZN,Amazon.com Inc,53402010,백화점
META,Meta Platforms Inc,57201030,온라인 서비스
GOOGL,Alphabet Inc Class A,57201030,온라인 서비스
GOOG,Alphabet Inc Class C,57201030,온라인 서비스
TSLA,Tesla Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
AVGO,Broadcom Inc,57101010,반도체
ASML,ASML Holding NV ADR,57101020,반도체 장비 및 테스트
COST,Costco Wholesale Corp,53402020,할인점
AMD,Advanced Micro Devices Inc,57101010,반도체
NFLX,Netflix Inc,57201030,온라인 서비스
ADBE,Adobe Inc,57201020,소프트웨어
AZN,AstraZeneca PLC ADR,56201040,제약
PEP,PepsiCo Inc,54101030,무알콜 음료
QCOM,Qualcomm Inc,57101010,반도체
LIN,Linde PLC,51101010,상품 화학
TMUS,T-Mobile US Inc,57401020,무선 통신 서비스
AMAT,Applied Materials Inc,57101020,반도체 장비 및 테스트
PDD,PDD Holdings Inc ADR,57201030,온라인 서비스
CSCO,Cisco Systems Inc,57102010,통신 및 네트워킹
ARM,Arm Holdings PLC ADR,57101010,반도체
TXN,Texas Instruments Inc,57101010,반도체
INTU,Intuit Inc,57301010,핀테크
AMGN,Amgen Inc,56201040,제약
ISRG,Intuitive Surgical Inc,56101010,첨단 의료 장비 및 기술
CMCSA,Comcast Corp,57401020,무선 통신 서비스
MU,Micron Technology Inc,57101010,반도체
INTC,Intel Corp,57101010,반도체
HON,Honeywell International Inc,54401010,소비재 대기업
LRCX,Lam Research Corp,57101020,반도체 장비 및 테스트
BKNG,Booking Holdings Inc,53301040,여가 및 오락시설
SNY,Sanofi SA ADR,56201040,제약
VRTX,Vertex Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
REGN,Regeneron Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
ADI,Analog Devices Inc,57101010,반도체
KLAC,KLA Corp,57101020,반도체 장비 및 테스트
PANW,Palo Alto Networks Inc,57201020,소프트웨어
ADP,Automatic Data Processing Inc,57201010,IT 서비스 및 컨설팅
SNPS,Synopsys Inc,57201020,소프트웨어
ABNB,Airbnb Inc,57201030,온라인 서비스
CRWD,CrowdStrike Holdings Inc,57201010,IT 서비스 및 컨설팅
MELI,MercadoLibre Inc,57201030,온라인 서비스
MDLZ,Mondelez International Inc,54102020,식품 가공
GILD,Gilead Sciences Inc,56201040,제약
CDNS,Cadence Design Systems Inc,57201020,소프트웨어
SBUX,Starbucks Corp,53301020,레스토랑 및 바
EQIX,Equinix Inc,60102040,특수 REITs
CTAS,Cintas Corp,52203040,경영 지원 서비스
NXPI,NXP Semiconductors NV,57101010,반도체
CME,CME Group Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
MAR,Marriott International Inc,53301010,"호텔, 모텔 및 크루즈 라인"
CEG,Constellation Energy Corp,59101010,전력 유틸리티
CSX,CSX Corp,52405030,지상 화물 및 물류
MRVL,Marvell Technology Inc,57101010,반도체
PYPL,PayPal Holdings Inc,52203040,경영 지원 서비스
ORLY,O'Reilly Automotive Inc,53403010,"자동차 차량, 부품 및 서비스 소매"
WDAY,Workday Inc,57201020,소프트웨어
ROP,Roper Technologies Inc,57201020,소프트웨어
NTES,NetEase Inc ADR,57201030,온라인 서비스
ADSK,Autodesk Inc,57201020,소프트웨어
PCAR,Paccar Inc,52102020,중장비 및 차량
COIN,Coinbase Global Inc,57301030,블록 체인 및 암호화폐
CPRT,Copart Inc,57201030,온라인 서비스
SMCI,Super Micro Computer Inc,57106010,컴퓨터 하드웨어
MNST,Monster Beverage Corp,54101030,무알콜 음료
IBKR,Interactive Brokers Group Inc,55102010,투자 은행 및 중개 서비스
ROST,Ross Stores Inc,53403040,의류 및 액세서리 소매
MCHP,Microchip Technology Inc,57101010,반도체
TTD,Trade Desk Inc,57201020,소프트웨어
AEP,American Electric Power Company Inc,59101010,전력 유틸리티
TEAM,Atlassian Corp,57201020,소프트웨어
MRNA,Moderna Inc,56202010,생명 공학 및 의학 연구
FTNT,Fortinet Inc,57201020,소프트웨어
DXCM,Dexcom Inc,56101020,"의료 장비, 물품 및 유통"
CHTR,Charter Communications Inc,57401010,통합 통신 서비스
KDP,Keurig Dr Pepper Inc,54101030,무알콜 음료
JD,JD.Com Inc ADR,53402010,백화점
DASH,DoorDash Inc,57201030,온라인 서비스
DDOG,Datadog Inc,57201020,소프트웨어
PAYX,Paychex Inc,52203030,고용 서비스
MPWR,Monolithic Power Systems Inc,57101010,반도체
ODFL,Old Dominion Freight Line Inc,52405030,지상 화물 및 물류
IDXX,IDEXX Laboratories Inc,56101020,"의료 장비, 물품 및 유통"
VRSK,Verisk Analytics Inc,57201010,IT 서비스 및 컨설팅
KHC,Kraft Heinz Co,54102020,식품 가공
EA,Electronic Arts Inc,57201020,소프트웨어
FAST,Fastenal Co,52102010,산업용 기계 및 장비
GEHC,GE Healthcare Technologies Inc,56101010,첨단 의료 장비 및 기술
FANG,Diamondback Energy Inc,50102020,"오일, 가스 탐사 및 생산"
ACGL,Arch Capital Group Ltd,55301020,손해보험
NDAQ,Nasdaq Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
CTSH,Cognizant Technology Solutions Corp,57201010,IT 서비스 및 컨설팅
EXC,Exelon Corp,59101010,전력 유틸리티
LULU,Lululemon Athletica Inc,53202020,의류 및 액세서리
BIDU,Baidu Inc ADR,57201030,온라인 서비스
BKR,Baker Hughes Co,50103020,오일 관련 서비스 및 장비
CCEP,Coca-Cola Europacific Partners PLC,54101030,무알콜 음료
BIIB,Biogen Inc,56201040,제약
ON,ON Semiconductor Corp,57101010,반도체
ALNY,Alnylam Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
TCOM,Trip.com Group Ltd ADR,53301040,여가 및 오락시설
FER,Ferrovial SE,52201020,건설 및 엔지니어링
CSGP,CoStar Group Inc,57201030,온라인 서비스
CDW,CDW Corp,57107010,통합 하드웨어 및 소프트웨어
ZS,Zscaler Inc,57201020,소프트웨어
XEL,Xcel Energy Inc,59101010,전력 유틸리티
GFS,GlobalFoundries Inc,57101020,반도체 장비 및 테스트
TSCO,Tractor Supply Co,53403090,기타 전문 소매
ANSS,ANSYS Inc,57201020,소프트웨어
APP,Applovin Corp,57201020,소프트웨어
ICLR,ICON PLC,56202010,생명 공학 및 의학 연구
ARGX,argenx SE ADR,56202010,생명 공학 및 의학 연구
EBAY,eBay Inc,57201030,온라인 서비스
WTW,Willis Towers Watson PLC,55301010,복합보험 및 중개인
RYAAY,Ryanair Holdings PLC ADR,52406010,항공사
NTAP,NetApp Inc,57106010,컴퓨터 하드웨어
TROW,T Rowe Price Group Inc,55102020,투자 관리 및 펀드 운영
FITB,Fifth Third Bancorp,55101010,은행
TTWO,Take-Two Interactive Software Inc,57201020,소프트웨어
WDC,Western Digital Corp,57106010,컴퓨터 하드웨어
KSPI,Kaspi.kz AO ADR,57301010,핀테크
FSLR,First Solar Inc,50201010,재생 가능 에너지 장비 및 서비스
MSTR,Microstrategy Inc,57201020,소프트웨어
TER,Teradyne Inc,57101020,반도체 장비 및 테스트
VOD,Vodafone Group PLC ADR,57401020,무선 통신 서비스
FCNCA,First Citizens BancShares Inc (Delaware),55101010,은행
DLTR,Dollar Tree Inc,53402020,할인점
SBAC,SBA Communications Corp,60102040,특수 REITs
LI,Li Auto Inc ADR,53101010,자동차 및 트럭 제조
STX,Seagate Technology Holdings PLC,57106010,컴퓨터 하드웨어
SYM,Symbotic Inc,52102010,산업용 기계 및 장비
TW,Tradeweb Markets Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
AXON,Axon Enterprise Inc,52101010,항공우주 및 방위
PTC,PTC Inc,57201020,소프트웨어
ENTG,Entegris Inc,57101020,반도체 장비 및 테스트
MBLY,Mobileye Global Inc,57107010,통합 하드웨어 및 소프트웨어
ERIC,Telefonaktiebolaget LM Ericsson ADR,57102010,통신 및 네트워킹
STLD,Steel Dynamics Inc,51201020,철 및 강철
BNTX,Biontech SE ADR,56202010,생명 공학 및 의학 연구
PFG,Principal Financial Group Inc,55102020,투자 관리 및 펀드 운영
ULTA,Ulta Beauty Inc,53403090,기타 전문 소매
LPLA,LPL Financial Holdings Inc,55102010,투자 은행 및 중개 서비스
HBAN,Huntington Bancshares Inc,55101010,은행
HOOD,Robinhood Markets Inc,57301010,핀테크
CHKP,Check Point Software Technologies Ltd,57201020,소프트웨어
ERIE,Erie Indemnity Co,55301020,손해보험
CINF,Cincinnati Financial Corp,55301020,손해보험
MDB,MongoDB Inc,57201020,소프트웨어
ILMN,Illumina Inc,56101010,첨단 의료 장비 및 기술
DKNG,Draftkings Inc,53301030,카지노 및 도박
ALGN,Align Technology Inc,56101020,"의료 장비, 물품 및 유통"
NTRS,Northern Trust Corp,55102020,투자 관리 및 펀드 운영
WBD,Warner Bros Discovery Inc,53302020,방송
HOLX,Hologic Inc,56101010,첨단 의료 장비 및 기술
COO,Cooper Companies Inc,56101020,"의료 장비, 물품 및 유통"
RIVN,Rivian Automotive Inc,53101010,자동차 및 트럭 제조
SWKS,Skyworks Solutions Inc,57101010,반도체
ZM,Zoom Video Communications Inc,57201020,소프트웨어
VRSN,VeriSign  Inc,57201010,IT 서비스 및 컨설팅
GMAB,Genmab A/S ADR,56202010,생명 공학 및 의학 연구
EXPE,Expedia Group Inc,53301040,여가 및 오락시설
JBHT,J B Hunt Transport Services Inc,52405030,지상 화물 및 물류
ZBRA,Zebra Technologies Corp,57104010,전자 장비 및 부품
ENPH,Enphase Energy Inc,50201010,재생 가능 에너지 장비 및 서비스
OKTA,Okta Inc,57201010,IT 서비스 및 컨설팅
SSNC,SS&C Technologies Holdings Inc,57201010,IT 서비스 및 컨설팅
BMRN,Biomarin Pharmaceutical Inc,56201040,제약
LOGI,Logitech International SA,57106010,컴퓨터 하드웨어
FWONK,Liberty Media Formula One Ord Shs Series C,53302020,방송
WMG,Warner Music Group Corp,53302030,엔터테인먼트 제작
RPRX,Royalty Pharma PLC,56201040,제약
GEN,Gen Digital Inc,57201020,소프트웨어
TPG,TPG Inc,55102020,투자 관리 및 펀드 운영
CG,Carlyle Group Inc,55102020,투자 관리 및 펀드 운영
BSY,Bentley Systems Inc,57201020,소프트웨어
NBIX,Neurocrine Biosciences Inc,56202010,생명 공학 및 의학 연구
MANH,Manhattan Associates Inc,57201010,IT 서비스 및 컨설팅
UAL,United Airlines Holdings Inc,52406010,항공사
BGNE,Beigene Ltd ADR,56202010,생명 공학 및 의학 연구
AKAM,Akamai Technologies Inc,57201010,IT 서비스 및 컨설팅
SRPT,Sarepta Therapeutics Inc,56202010,생명 공학 및 의학 연구
INCY,Incyte Corp,56201040,제약
SIRI,Sirius XM Holdings Inc,53302020,방송
GRAB,Grab Holdings Ltd,57201020,소프트웨어
UTHR,United Therapeutics Corp,56202010,생명 공학 및 의학 연구
PODD,Insulet Corp,56101020,"의료 장비, 물품 및 유통"
TRMB,Trimble Inc,57201020,소프트웨어
CASY,Caseys General Stores Inc,54301020,식품 소매 및 유통
LNT,Alliant Energy Corp,59101010,전력 유틸리티
CELH,Celsius Holdings Inc,54101030,무알콜 음료
MEDP,Medpace Holdings Inc,56202010,생명 공학 및 의학 연구
NTRA,Natera Inc,56102010,의료 시설 및 서비스
NDSN,Nordson Corp,52102010,산업용 기계 및 장비
NTNX,Nutanix Inc,57201010,IT 서비스 및 컨설팅
VTRS,Viatris Inc,56201040,제약
GLPI,Gaming and Leisure Properties Inc,60102040,특수 REITs
MORN,Morningstar Inc,52203070,전문 정보 서비스
ARCC,Ares Capital Corp,55501030,폐쇄형 펀드
PAA,Plains All American Pipeline Units,50103030,오일 및 가스 수송 서비스
HST,Host Hotels & Resorts Inc,60102040,특수 REITs
EVRG,Evergy Inc,59101010,전력 유틸리티
POOL,Pool Corp,53205020,오락용 제품
INSM,Insmed Inc,56202010,생명 공학 및 의학 연구
AZPN,Aspen Technology Inc,57201020,소프트웨어
TECH,Bio-Techne Corp,56202010,생명 공학 및 의학 연구
JKHY,Jack Henry & Associates Inc,57201010,IT 서비스 및 컨설팅
FLEX,Flex Ltd,57104010,전자 장비 및 부품
SAIA,Saia Inc,52405030,지상 화물 및 물류
LAMR,Lamar Advertising Co,60102040,특수 REITs
REG,Regency Centers Corp,60102020,상업용 REITs
LKQ,LKQ Corp,53101020,"자동차, 트럭 및 오토바이 부품"
QRVO,Qorvo Inc,57101010,반도체
DOCU,DocuSign Inc,57201020,소프트웨어
MNDY,Monday.Com Ltd,57201020,소프트웨어
CYBR,Cyberark Software Ltd,57201020,소프트웨어
TXRH,Texas Roadhouse Inc,53301020,레스토랑 및 바
LECO,Lincoln Electric Holdings Inc,52102010,산업용 기계 및 장비
VFS,VinFast Auto Ltd,53101010,자동차 및 트럭 제조
APA,APA Corp (US),50102020,"오일, 가스 탐사 및 생산"
WING,Wingstop Inc,53301020,레스토랑 및 바
NICE,Nice Ltd ADR,57201020,소프트웨어
CHK,Chesapeake Energy Corp,50102020,"오일, 가스 탐사 및 생산"
TTEK,Tetra Tech Inc,52203010,환경 서비스 및 장비
WWD,Woodward Inc,52101010,항공우주 및 방위
CHRD,Chord Energy Corp,50102020,"오일, 가스 탐사 및 생산"
OLED,Universal Display Corp,57101010,반도체
EWBC,East West Bancorp Inc,55101010,은행
NWSA,News Corp Class A,53302040,소비자 출판
CHDN,Churchill Downs Inc,53301030,카지노 및 도박
AMKR,Amkor Technology Inc,57101020,반도체 장비 및 테스트
FFIV,F5 Inc,57201010,IT 서비스 및 컨설팅
HTHT,H World Group Ltd ADR,53301010,"호텔, 모텔 및 크루즈 라인"
CHRW,CH Robinson Worldwide Inc,52405030,지상 화물 및 물류
COKE,Coca-Cola Consolidated Inc,54101030,무알콜 음료
XP,XP Inc,55102010,투자 은행 및 중개 서비스
WBA,Walgreens Boots Alliance Inc,54301010,의약품 소매
BRKR,Bruker Corp,56101010,첨단 의료 장비 및 기술
FTAI,FTAI Aviation Ltd,55101050,기업 금융 서비스
LEGN,Legend Biotech Corp ADR,56202010,생명 공학 및 의학 연구
MMYT,MakeMyTrip Ltd,53301040,여가 및 오락시설
LCID,Lucid Group Inc,53101010,자동차 및 트럭 제조
LNW,Light & Wonder Inc,53301030,카지노 및 도박
MKSI,MKS Instruments Inc,52102010,산업용 기계 및 장비
WYNN,Wynn Resorts Ltd,53301030,카지노 및 도박
APPF,Appfolio Inc,57201020,소프트웨어
FUTU,Futu Holdings Ltd ADR,57301010,핀테크
DOX,Amdocs Ltd,57201010,IT 서비스 및 컨설팅
WFRD,Weatherford International PLC,50103020,오일 관련 서비스 및 장비
WIX,Wix.Com Ltd,57201030,온라인 서비스
CART,Maplebear Inc,57201030,온라인 서비스
AFRM,Affirm Holdings Inc,57301010,핀테크
PPC,Pilgrims Pride Corp,54102020,식품 가공
PCVX,Vaxcyte Inc,56202010,생명 공학 및 의학 연구
RGLD,Royal Gold Inc,51201060,금
SEIC,SEI Investments Co,55102020,투자 관리 및 펀드 운영
ROKU,Roku Inc,53302030,엔터테인먼트 제작
Z,Zillow Group Inc Class C,60101020,부동산 서비스
CGNX,Cognex Corp,52102010,산업용 기계 및 장비
ALAB,Astera Labs Inc,57101010,반도체
CZR,Caesars Entertainment Inc,53301030,카지노 및 도박
DSGX,Descartes Systems Group Inc,57201020,소프트웨어
MTCH,Match Group Inc,57201030,온라인 서비스
EXAS,Exact Sciences Corp,56202010,생명 공학 및 의학 연구
LNTH,Lantheus Holdings Inc,56101020,"의료 장비, 물품 및 유통"
BZ,Kanzhun Ltd ADR,52203030,고용 서비스
OTEX,Open Text Corp,57201020,소프트웨어
CROX,Crocs Inc,53202030,제화
ESLT,Elbit Systems Ltd,52101010,항공우주 및 방위
ROIV,Roivant Sciences Ltd,56201040,제약
HSIC,Henry Schein Inc,56101020,"의료 장비, 물품 및 유통"
ALTR,Altair Engineering Inc,57201010,IT 서비스 및 컨설팅
HAS,Hasbro Inc,53205010,장난감 및 어린이 제품
CFLT,Confluent Inc,57201020,소프트웨어
SFM,Sprouts Farmers Market Inc,54301020,식품 소매 및 유통
LSCC,Lattice Semiconductor Corp,57101010,반도체
FOXA,Fox Corp Class A,53302020,방송
ITCI,Intra-Cellular Therapies Inc,56201040,제약
DUOL,Duolingo Inc,57201030,온라인 서비스
MTSI,MACOM Technology Solutions Holdings Inc,57101010,반도체
GTLB,GitLab Inc,57201020,소프트웨어
MKTX,Marketaxess Holdings Inc,55102050,"금융, 상품 시장 운영 및 서비스 제공"
ASND,Ascendis Pharma A/S ADR,56202010,생명 공학 및 의학 연구
GNTX,Gentex Corp,53101020,"자동차, 트럭 및 오토바이 부품"
PCTY,Paylocity Holding Corp,57201020,소프트웨어
FOX,Fox Corp Class B,53302020,방송
IEP,Icahn Enterprises Units,50102030,"오일, 가스 정제 및 마케팅"
ENSG,Ensign Group Inc,56102010,의료 시설 및 서비스
AGNC,AGNC Investment Corp,60102040,특수 REITs
CBSH,Commerce Bancshares Inc,55101010,은행
NXT,Nextracker Inc,50201010,재생 가능 에너지 장비 및 서비스
DBX,Dropbox Inc,57201020,소프트웨어
HLNE,Hamilton Lane Inc,55102020,투자 관리 및 펀드 운영
AAON,Aaon Inc,52102030,전기 부품 및 장비
BPMC,Blueprint Medicines Corp,56202010,생명 공학 및 의학 연구
CERE,Cerevel Therapeutics Holdings Inc,56202010,생명 공학 및 의학 연구
CRUS,Cirrus Logic Inc,57101010,반도체
PARA,Paramount Global Class B,53302020,방송
BILI,Bilibili Inc ADR,57201030,온라인 서비스
RVMD,Revolution Medicines Inc,56202010,생명 공학 및 의학 연구
SPSC,SPS Commerce Inc,57201020,소프트웨어
SOFI,SoFi Technologies Inc,55101030,소비자 대출
FSV,Firstservice Corp,60101020,부동산 서비스
UFPI,Ufp Industries Inc,51301010,임업 및 목재 제품
WSC,Willscot Mobile Mini Holdings Corp,52203040,경영 지원 서비스
RMBS,Rambus Inc,57101010,반도체
ETSY,ETSY Inc,53402010,백화점
RGEN,Repligen Corp,56101020,"의료 장비, 물품 및 유통"
VNOM,Viper Energy Inc,50102020,"오일, 가스 탐사 및 생산"
DRS,Leonardo DRS Inc,52101010,항공우주 및 방위
AAL,American Airlines Group Inc,52406010,항공사
IONS,Ionis Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
CACC,Credit Acceptance Corp,55101030,소비자 대출
ZION,Zions Bancorporation NA,55101010,은행
CCCS,CCC Intelligent Solutions Holdings Inc,57201020,소프트웨어
NVMI,Nova Ltd,57101010,반도체
HCP,HashiCorp Inc,57201020,소프트웨어
FYBR,Frontier Communications Parent Inc,57401010,통합 통신 서비스
LBRDK,Liberty Broadband Corp Series C,53302020,방송
HALO,Halozyme Therapeutics Inc,56202010,생명 공학 및 의학 연구
MIDD,Middleby Corp,52102010,산업용 기계 및 장비
BPOP,Popular Inc,55101010,은행
LFUS,Littelfuse Inc,57104010,전자 장비 및 부품
TLN,Talen Energy Corp,59101020,민자 발전 사업
JAZZ,Jazz Pharmaceuticals PLC,56201040,제약
HQY,Healthequity Inc,57201020,소프트웨어
PNFP,Pinnacle Financial Partners Inc,55101010,은행
NSIT,Insight Enterprises Inc,57106010,컴퓨터 하드웨어
TEM,Tempus AI Inc,56202010,생명 공학 및 의학 연구
EXEL,Exelixis Inc,56202010,생명 공학 및 의학 연구
CYTK,Cytokinetics Inc,56202010,생명 공학 및 의학 연구
LSTR,Landstar System Inc,52405030,지상 화물 및 물류
WTFC,Wintrust Financial Corp,55101010,은행
VKTX,Viking Therapeutics Inc,56202010,생명 공학 및 의학 연구
ACHC,Acadia Healthcare Company Inc,56102010,의료 시설 및 서비스
OLLI,Ollie's Bargain Outlet Holdings Inc,53402020,할인점
CHX,ChampionX Corp,50103020,오일 관련 서비스 및 장비
RRR,Red Rock Resorts Inc,53301030,카지노 및 도박
BECN,Beacon Roofing Supply Inc,53203020,건설 자재 및 비품
FRPT,Freshpet Inc,54102020,식품 가공
NOVT,Novanta Inc,57104010,전자 장비 및 부품
BOKF,BOK Financial Corp,55101010,은행
GLBE,Global-E Online Ltd,57201030,온라인 서비스
MDGL,Madrigal Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
ALGM,Allegro Microsystems Inc,57101010,반도체
CIGI,Colliers International Group Inc,60101020,부동산 서비스
SAIC,Science Applications International Corp,57201010,IT 서비스 및 컨설팅
SMMT,Summit Therapeutics Inc,56202010,생명 공학 및 의학 연구
CWST,Casella Waste Systems Inc,52203010,환경 서비스 및 장비
MASI,Masimo Corp,56101020,"의료 장비, 물품 및 유통"
DJT,Trump Media & Technology Group Corp,55601010,투자 지주 회사
SIGI,Selective Insurance Group Inc,55301020,손해보험
CAMT,Camtek Ltd,57101020,반도체 장비 및 테스트
KRYS,Krystal Biotech Inc,56202010,생명 공학 및 의학 연구
ONB,Old National Bancorp,55101010,은행
MAT,Mattel Inc,53205010,장난감 및 어린이 제품
VERX,Vertex Inc,57201020,소프트웨어
NXST,Nexstar Media Group Inc,53302020,방송
FIVE,Five Below Inc,53402010,백화점
MARA,Marathon Digital Holdings Inc,57301030,블록 체인 및 암호화폐
AUR,Aurora Innovation Inc,57201020,소프트웨어
REYN,Reynolds Consumer Products Inc,54201010,가정용 제품
YNDX,Yandex NV,57201030,온라인 서비스
VRNS,Varonis Systems Inc,57201020,소프트웨어
COOP,Mr Cooper Group Inc,55101030,소비자 대출
NWS,News Corp Class B,53302040,소비자 출판
SRCL,Stericycle Inc,52203010,환경 서비스 및 장비
CVLT,Commvault Systems Inc,57201020,소프트웨어
BCPC,Balchem Corp,51101030,특수 화학제
EXLS,Exlservice Holdings Inc,52203040,경영 지원 서비스
SATS,EchoStar Corp,57401020,무선 통신 서비스
RCM,R1 RCM Inc,56102010,의료 시설 및 서비스
XRAY,DENTSPLY SIRONA Inc,56101020,"의료 장비, 물품 및 유통"
LYFT,Lyft Inc,57201030,온라인 서비스
QLYS,Qualys Inc,57201010,IT 서비스 및 컨설팅
STEP,StepStone Group Inc,55102020,투자 관리 및 펀드 운영
DOOO,BRP Inc,53205020,오락용 제품
LANC,Lancaster Colony Corp,54102020,식품 가공
TENB,Tenable Holdings Inc,57201020,소프트웨어
OPCH,Option Care Health Inc,56102010,의료 시설 및 서비스
CRDO,Credo Technology Group Holding Ltd,57101010,반도체
PEGA,Pegasystems Inc,57201020,소프트웨어
NUVL,Nuvalent Inc,56202010,생명 공학 및 의학 연구
BBIO,BridgeBio Pharma Inc,56201040,제약
EXPO,Exponent Inc,52203040,경영 지원 서비스
MMSI,Merit Medical Systems Inc,56101020,"의료 장비, 물품 및 유통"
LSXMK,Liberty Media Liberty SiriusXM Ord Shs Series C,53302020,방송
ESGR,Enstar Group Ltd,55301050,재보험
ACT,Enact Holdings Inc,55301020,손해보험
CRSP,CRISPR Therapeutics AG,56202010,생명 공학 및 의학 연구
AVAV,AeroVironment Inc,52101010,항공우주 및 방위
OZK,Bank Ozk,55101010,은행
FRHC,Freedom Holding Corp,55102010,투자 은행 및 중개 서비스
ACLS,Axcelis Technologies Inc,57101020,반도체 장비 및 테스트
SLM,SLM Corp,55101030,소비자 대출
APLS,Apellis Pharmaceuticals Inc,56201040,제약
ITRI,Itron Inc,57104010,전자 장비 및 부품
AVT,Avnet Inc,57104010,전자 장비 및 부품
FIZZ,National Beverage Corp,54101030,무알콜 음료
RNA,Avidity Biosciences Inc,56201040,제약
FCFS,Firstcash Holdings Inc,55101030,소비자 대출
EEFT,Euronet Worldwide Inc,52203040,경영 지원 서비스
VRRM,Verra Mobility Corp,52203040,경영 지원 서비스
PI,Impinj Inc,57101010,반도체
TMDX,Transmedics Group Inc,56101010,첨단 의료 장비 및 기술
COLM,Columbia Sportswear Co,53202020,의류 및 액세서리
TSEM,Tower Semiconductor Ltd,57101010,반도체
BWIN,Baldwin Insurance Group Inc,55301010,복합보험 및 중개인
UBSI,United Bankshares Inc,55101010,은행
NVEI,Nuvei Corp,52203040,경영 지원 서비스
FORM,FormFactor Inc,57101020,반도체 장비 및 테스트
IBRX,Immunitybio Inc,56202010,생명 공학 및 의학 연구
CRVL,CorVel Corp,56102010,의료 시설 및 서비스
CNXC,Concentrix Corp,52203040,경영 지원 서비스
FELE,Franklin Electric Co Inc,52102010,산업용 기계 및 장비
LOT,Lotus Technology Inc ADR,53101010,자동차 및 트럭 제조
BGC,Bgc Group Inc,55102010,투자 은행 및 중개 서비스
COLB,Columbia Banking System Inc,55101010,은행
URBN,Urban Outfitters Inc,53403040,의류 및 액세서리 소매
RDNT,RadNet Inc,56102010,의료 시설 및 서비스
IMVT,Immunovant Inc,56202010,생명 공학 및 의학 연구
FFIN,First Financial Bankshares Inc,55101010,은행
SBNY,Signature Bank,55101010,은행
ZI,Zoominfo Technologies Inc,57201010,IT 서비스 및 컨설팅
UMBF,UMB Financial Corp,55101010,은행
NFE,New Fortress Energy Inc,59102010,천연가스 유틸리티
CSWI,CSW Industrials Inc,52201020,건설 및 엔지니어링
HWC,Hancock Whitney Corp,55101010,은행
POWI,Power Integrations Inc,57101010,반도체
AEIS,Advanced Energy Industries Inc,52102030,전기 부품 및 장비
TIGO,Millicom International Cellular SA,57401020,무선 통신 서비스
ACIW,ACI Worldwide Inc,57301010,핀테크
CRNX,Crinetics Pharmaceuticals Inc,56202010,생명 공학 및 의학 연구
RARE,Ultragenyx Pharmaceutical Inc,56202010,생명 공학 및 의학 연구
LOPE,Grand Canyon Education Inc,63101010,기타 교육 서비스 제공
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR,52407010,공항 운영 및 서비스
IAC,IAC Inc,57201030,온라인 서비스
GBDC,Golub Capital BDC Inc,55102020,투자 관리 및 펀드 운영
STNE,StoneCo Ltd,57301010,핀테크
PECO,Phillips Edison & Co Inc,60102020,상업용 REITs
IPAR,Inter Parfums Inc,54201020,개인 생활 필수 용품
PTEN,Patterson-UTI Energy Inc,50103010,오일 및 가스 시추
DYN,Dyne Therapeutics Inc,56202010,생명 공학 및 의학 연구
IPGP,IPG Photonics Corp,57104010,전자 장비 및 부품
BRZE,Braze Inc,57201020,소프트웨어
LITE,Lumentum Holdings Inc,57102010,통신 및 네트워킹
BLKB,Blackbaud Inc,57201020,소프트웨어
ALKS,Alkermes Plc,56202010,생명 공학 및 의학 연구
AXSM,Axsome Therapeutics Inc,56201040,제약
FROG,Jfrog Ltd,57201020,소프트웨어
SANM,Sanmina Corp,57104010,전자 장비 및 부품
DIOD,Diodes Inc,57101010,반도체
SLAB,Silicon Laboratories Inc,57101010,반도체
MRUS,Merus NV,56202010,생명 공학 및 의학 연구
FRSH,Freshworks Inc,57201020,소프트웨어
ASO,Academy Sports and Outdoors Inc,53403040,의류 및 액세서리 소매
CAR,Avis Budget Group Inc,52406020,지상 및 해상 여객 운송
PAGP,Plains GP Holdings Limited Partner Interests Units Class A,50103030,오일 및 가스 수송 서비스
RUN,Sunrun Inc,50201010,재생 가능 에너지 장비 및 서비스
GH,Guardant Health Inc,56202010,생명 공학 및 의학 연구
IBOC,International Bancshares Corp,55101010,은행
STRL,Sterling Infrastructure Inc,52201020,건설 및 엔지니어링
ABCB,Ameris Bancorp,55101010,은행
VLY,Valley National Bancorp,55101010,은행
TFSL,TFS Financial Corp,55101010,은행
OTTR,Otter Tail Corp,59101010,전력 유틸리티
SMPL,Simply Good Foods Co,54102020,식품 가공
ALVO,Alvotech SA,56202010,생명 공학 및 의학 연구
SBRA,Sabra Health Care REIT Inc,60102040,특수 REITs
NCNO,nCino Inc,57201020,소프트웨어
SYNA,Synaptics Inc,57101010,반도체
LBTYK,Liberty Global Ltd Class C,57401010,통합 통신 서비스
